"ID_Product","Product_Name","Ph","Price","Branche","Categorie","Sous_Categorie"
"116","PRODUCT_CB","4","555","C","Bio","CB"
"117","PRODUCT_DSB","8","1416","D","Semi-Bio","DSB"
"118","PRODUCT_BB","0","403","B","Bio","BB"
"119","PRODUCT_CSB","9","517","C","Semi-Bio","CSB"
"120","PRODUCT_BSB","9","408","B","Semi-Bio","BSB"
"121","PRODUCT_CB","1","817","C","Bio","CB"
"122","PRODUCT_BC","12","449","B","Chimique","BC"
"123","PRODUCT_CC","11","994","C","Chimique","CC"
"124","PRODUCT_BB","1","413","B","Bio","BB"
"125","PRODUCT_CB","3","660","C","Bio","CB"
"126","PRODUCT_CSB","7","901","C","Semi-Bio","CSB"
"127","PRODUCT_CC","14","587","C","Chimique","CC"
"128","PRODUCT_CSB","6","798","C","Semi-Bio","CSB"
"129","PRODUCT_DB","1","1072","D","Bio","DB"
"130","PRODUCT_BB","2","169","B","Bio","BB"
"131","PRODUCT_CC","12","875","C","Chimique","CC"
"132","PRODUCT_BB","3","109","B","Bio","BB"
"133","PRODUCT_DSB","7","1320","D","Semi-Bio","DSB"
"134","PRODUCT_BC","13","431","B","Chimique","BC"
"135","PRODUCT_DB","1","1441","D","Bio","DB"
"136","PRODUCT_AB","5","90","A","Bio","AB"
"137","PRODUCT_DB","3","1222","D","Bio","DB"
"138","PRODUCT_BB","0","281","B","Bio","BB"
"139","PRODUCT_DB","3","1117","D","Bio","DB"
"140","PRODUCT_CSB","10","695","C","Semi-Bio","CSB"
"141","PRODUCT_BC","11","383","B","Chimique","BC"
"142","PRODUCT_CC","13","714","C","Chimique","CC"
"143","PRODUCT_BC","13","242","B","Chimique","BC"
"144","PRODUCT_DSB","6","1283","D","Semi-Bio","DSB"
"145","PRODUCT_DB","2","1140","D","Bio","DB"
"146","PRODUCT_BC","13","149","B","Chimique","BC"
"147","PRODUCT_DC","13","1009","D","Chimique","DC"
"148","PRODUCT_CC","12","776","C","Chimique","CC"
"149","PRODUCT_DC","11","1362","D","Chimique","DC"
"150","PRODUCT_DC","13","1380","D","Chimique","DC"
"151","PRODUCT_ASB","9","1","A","Semi-Bio","ASB"
"152","PRODUCT_CB","5","660","C","Bio","CB"
"153","PRODUCT_CB","0","867","C","Bio","CB"
"154","PRODUCT_DB","1","1091","D","Bio","DB"
"155","PRODUCT_ASB","7","10","A","Semi-Bio","ASB"
"156","PRODUCT_DB","5","1070","D","Bio","DB"
"157","PRODUCT_CB","5","957","C","Bio","CB"
"158","PRODUCT_BSB","7","409","B","Semi-Bio","BSB"
"159","PRODUCT_DB","3","1035","D","Bio","DB"
"160","PRODUCT_BB","3","292","B","Bio","BB"
"161","PRODUCT_AC","11","79","A","Chimique","AC"
"162","PRODUCT_DSB","7","1175","D","Semi-Bio","DSB"
"163","PRODUCT_BB","1","374","B","Bio","BB"
"164","PRODUCT_DB","5","1010","D","Bio","DB"
"165","PRODUCT_BSB","10","426","B","Semi-Bio","BSB"
"166","PRODUCT_DC","13","1075","D","Chimique","DC"
"167","PRODUCT_DB","3","1011","D","Bio","DB"
"168","PRODUCT_CB","0","881","C","Bio","CB"
"169","PRODUCT_ASB","9","82","A","Semi-Bio","ASB"
"170","PRODUCT_CB","3","685","C","Bio","CB"
"171","PRODUCT_ASB","7","75","A","Semi-Bio","ASB"
"172","PRODUCT_DC","14","1480","D","Chimique","DC"
"173","PRODUCT_CC","14","981","C","Chimique","CC"
"174","PRODUCT_CB","3","832","C","Bio","CB"
"175","PRODUCT_BC","13","151","B","Chimique","BC"
"176","PRODUCT_DB","4","1248","D","Bio","DB"
"177","PRODUCT_ASB","10","45","A","Semi-Bio","ASB"
"178","PRODUCT_DSB","6","1143","D","Semi-Bio","DSB"
"179","PRODUCT_CC","13","722","C","Chimique","CC"
"180","PRODUCT_DSB","8","1368","D","Semi-Bio","DSB"
"181","PRODUCT_CB","1","651","C","Bio","CB"
"182","PRODUCT_CB","3","721","C","Bio","CB"
"183","PRODUCT_CC","11","565","C","Chimique","CC"
"184","PRODUCT_DB","0","1149","D","Bio","DB"
"185","PRODUCT_BB","1","326","B","Bio","BB"
"186","PRODUCT_DB","3","1443","D","Bio","DB"
"187","PRODUCT_BSB","8","412","B","Semi-Bio","BSB"
"188","PRODUCT_BB","0","248","B","Bio","BB"
"189","PRODUCT_DSB","7","1282","D","Semi-Bio","DSB"
"190","PRODUCT_DB","4","1472","D","Bio","DB"
"191","PRODUCT_CB","3","988","C","Bio","CB"
"192","PRODUCT_BSB","6","495","B","Semi-Bio","BSB"
"193","PRODUCT_BB","4","182","B","Bio","BB"
"194","PRODUCT_CB","2","872","C","Bio","CB"
"195","PRODUCT_ASB","6","77","A","Semi-Bio","ASB"
"196","PRODUCT_AB","0","87","A","Bio","AB"
"197","PRODUCT_CB","0","528","C","Bio","CB"
"198","PRODUCT_BC","14","351","B","Chimique","BC"
"199","PRODUCT_CSB","10","786","C","Semi-Bio","CSB"
"200","PRODUCT_CB","5","567","C","Bio","CB"
"201","PRODUCT_AB","1","8","A","Bio","AB"
"202","PRODUCT_CB","2","832","C","Bio","CB"
"203","PRODUCT_DC","14","1076","D","Chimique","DC"
"204","PRODUCT_DB","0","1109","D","Bio","DB"
"205","PRODUCT_CB","2","801","C","Bio","CB"
"206","PRODUCT_BC","12","420","B","Chimique","BC"
"207","PRODUCT_BB","3","274","B","Bio","BB"
"208","PRODUCT_BB","5","268","B","Bio","BB"
"209","PRODUCT_BSB","8","180","B","Semi-Bio","BSB"
"210","PRODUCT_BB","1","388","B","Bio","BB"
"211","PRODUCT_BB","0","348","B","Bio","BB"
"212","PRODUCT_BB","0","299","B","Bio","BB"
"213","PRODUCT_CC","11","869","C","Chimique","CC"
"214","PRODUCT_CB","1","568","C","Bio","CB"
"215","PRODUCT_BB","4","125","B","Bio","BB"
"216","PRODUCT_DC","14","1106","D","Chimique","DC"
"217","PRODUCT_DSB","8","1231","D","Semi-Bio","DSB"
"218","PRODUCT_DC","14","1346","D","Chimique","DC"
"219","PRODUCT_DSB","10","1123","D","Semi-Bio","DSB"
"220","PRODUCT_BB","2","278","B","Bio","BB"
"221","PRODUCT_BSB","7","157","B","Semi-Bio","BSB"
"222","PRODUCT_CSB","9","787","C","Semi-Bio","CSB"
"223","PRODUCT_CB","1","585","C","Bio","CB"
"224","PRODUCT_DSB","6","1035","D","Semi-Bio","DSB"
"225","PRODUCT_AB","4","52","A","Bio","AB"
"226","PRODUCT_CC","13","557","C","Chimique","CC"
"227","PRODUCT_DC","14","1176","D","Chimique","DC"
"228","PRODUCT_DB","5","1264","D","Bio","DB"
"229","PRODUCT_CSB","9","751","C","Semi-Bio","CSB"
"230","PRODUCT_AB","0","29","A","Bio","AB"
"231","PRODUCT_DSB","10","1398","D","Semi-Bio","DSB"
"232","PRODUCT_DSB","8","1158","D","Semi-Bio","DSB"
"233","PRODUCT_DB","4","1467","D","Bio","DB"
"234","PRODUCT_BSB","6","483","B","Semi-Bio","BSB"
"235","PRODUCT_BB","4","143","B","Bio","BB"
"236","PRODUCT_AC","13","95","A","Chimique","AC"
"237","PRODUCT_BB","4","150","B","Bio","BB"
"238","PRODUCT_BSB","6","167","B","Semi-Bio","BSB"
"239","PRODUCT_AB","0","7","A","Bio","AB"
"240","PRODUCT_BB","1","186","B","Bio","BB"
"241","PRODUCT_BB","4","249","B","Bio","BB"
"242","PRODUCT_CC","13","986","C","Chimique","CC"
"243","PRODUCT_CC","14","652","C","Chimique","CC"
"244","PRODUCT_BB","1","207","B","Bio","BB"
"245","PRODUCT_CSB","8","552","C","Semi-Bio","CSB"
"246","PRODUCT_BSB","10","110","B","Semi-Bio","BSB"
"247","PRODUCT_BSB","6","245","B","Semi-Bio","BSB"
"248","PRODUCT_AB","5","16","A","Bio","AB"
"249","PRODUCT_DB","3","1239","D","Bio","DB"
"250","PRODUCT_DB","0","1133","D","Bio","DB"
"251","PRODUCT_DB","2","1420","D","Bio","DB"
"252","PRODUCT_DSB","7","1443","D","Semi-Bio","DSB"
"253","PRODUCT_DB","3","1032","D","Bio","DB"
"254","PRODUCT_DB","5","1209","D","Bio","DB"
"255","PRODUCT_CB","2","759","C","Bio","CB"
"256","PRODUCT_ASB","10","75","A","Semi-Bio","ASB"
"257","PRODUCT_BC","11","136","B","Chimique","BC"
"258","PRODUCT_CB","4","778","C","Bio","CB"
"259","PRODUCT_CC","13","608","C","Chimique","CC"
"260","PRODUCT_BC","12","293","B","Chimique","BC"
"261","PRODUCT_CC","13","647","C","Chimique","CC"
"262","PRODUCT_CB","2","996","C","Bio","CB"
"263","PRODUCT_CSB","7","950","C","Semi-Bio","CSB"
"264","PRODUCT_BSB","6","146","B","Semi-Bio","BSB"
"265","PRODUCT_DC","12","1194","D","Chimique","DC"
"266","PRODUCT_BSB","10","142","B","Semi-Bio","BSB"
"267","PRODUCT_AB","4","5","A","Bio","AB"
"268","PRODUCT_BSB","9","452","B","Semi-Bio","BSB"
"269","PRODUCT_BSB","9","461","B","Semi-Bio","BSB"
"270","PRODUCT_BB","3","496","B","Bio","BB"
"271","PRODUCT_BSB","7","402","B","Semi-Bio","BSB"
"272","PRODUCT_BSB","10","196","B","Semi-Bio","BSB"
"273","PRODUCT_BB","5","209","B","Bio","BB"
"274","PRODUCT_CB","5","770","C","Bio","CB"
"275","PRODUCT_DC","14","1072","D","Chimique","DC"
"276","PRODUCT_DC","12","1334","D","Chimique","DC"
"277","PRODUCT_DSB","9","1214","D","Semi-Bio","DSB"
"278","PRODUCT_BSB","9","351","B","Semi-Bio","BSB"
"279","PRODUCT_BB","0","376","B","Bio","BB"
"280","PRODUCT_DSB","10","1127","D","Semi-Bio","DSB"
"281","PRODUCT_AC","14","27","A","Chimique","AC"
"282","PRODUCT_CB","1","899","C","Bio","CB"
"283","PRODUCT_CC","12","789","C","Chimique","CC"
"284","PRODUCT_BB","1","443","B","Bio","BB"
"285","PRODUCT_BB","3","137","B","Bio","BB"
"286","PRODUCT_DB","4","1362","D","Bio","DB"
"287","PRODUCT_BSB","6","330","B","Semi-Bio","BSB"
"288","PRODUCT_ASB","9","83","A","Semi-Bio","ASB"
"289","PRODUCT_CB","0","864","C","Bio","CB"
"290","PRODUCT_BSB","6","328","B","Semi-Bio","BSB"
"291","PRODUCT_CB","4","861","C","Bio","CB"
"292","PRODUCT_AB","1","41","A","Bio","AB"
"293","PRODUCT_BSB","9","371","B","Semi-Bio","BSB"
"294","PRODUCT_DB","3","1022","D","Bio","DB"
"295","PRODUCT_CB","0","508","C","Bio","CB"
"296","PRODUCT_CC","14","984","C","Chimique","CC"
"297","PRODUCT_CB","5","702","C","Bio","CB"
"298","PRODUCT_BSB","10","310","B","Semi-Bio","BSB"
"299","PRODUCT_BC","12","231","B","Chimique","BC"
"300","PRODUCT_CSB","7","688","C","Semi-Bio","CSB"
"301","PRODUCT_DC","14","1474","D","Chimique","DC"
"302","PRODUCT_CC","12","924","C","Chimique","CC"
"303","PRODUCT_BB","5","275","B","Bio","BB"
"304","PRODUCT_CSB","9","643","C","Semi-Bio","CSB"
"305","PRODUCT_DC","13","1325","D","Chimique","DC"
"306","PRODUCT_DC","12","1292","D","Chimique","DC"
"307","PRODUCT_CB","1","530","C","Bio","CB"
"308","PRODUCT_BC","14","290","B","Chimique","BC"
"309","PRODUCT_BSB","8","391","B","Semi-Bio","BSB"
"310","PRODUCT_DB","0","1373","D","Bio","DB"
"311","PRODUCT_CSB","8","575","C","Semi-Bio","CSB"
"312","PRODUCT_BSB","6","291","B","Semi-Bio","BSB"
"313","PRODUCT_BSB","8","258","B","Semi-Bio","BSB"
"314","PRODUCT_BB","1","198","B","Bio","BB"
"315","PRODUCT_CC","12","985","C","Chimique","CC"
"316","PRODUCT_DSB","10","1231","D","Semi-Bio","DSB"
"317","PRODUCT_DB","5","1491","D","Bio","DB"
"318","PRODUCT_DSB","6","1024","D","Semi-Bio","DSB"
"319","PRODUCT_CB","4","840","C","Bio","CB"
"320","PRODUCT_BSB","9","271","B","Semi-Bio","BSB"
"321","PRODUCT_DSB","8","1223","D","Semi-Bio","DSB"
"322","PRODUCT_BB","3","294","B","Bio","BB"
"323","PRODUCT_BB","5","335","B","Bio","BB"
"324","PRODUCT_CC","12","802","C","Chimique","CC"
"325","PRODUCT_AB","0","91","A","Bio","AB"
"326","PRODUCT_BC","13","267","B","Chimique","BC"
"327","PRODUCT_BSB","10","280","B","Semi-Bio","BSB"
"328","PRODUCT_DB","0","1276","D","Bio","DB"
"329","PRODUCT_BC","13","126","B","Chimique","BC"
"330","PRODUCT_DB","3","1224","D","Bio","DB"
"331","PRODUCT_DB","0","1157","D","Bio","DB"
"332","PRODUCT_CB","3","605","C","Bio","CB"
"333","PRODUCT_BSB","9","202","B","Semi-Bio","BSB"
"334","PRODUCT_DB","3","1001","D","Bio","DB"
"335","PRODUCT_CB","0","856","C","Bio","CB"
"336","PRODUCT_DC","11","1074","D","Chimique","DC"
"337","PRODUCT_BSB","6","373","B","Semi-Bio","BSB"
"338","PRODUCT_CSB","6","966","C","Semi-Bio","CSB"
"339","PRODUCT_CSB","10","850","C","Semi-Bio","CSB"
"340","PRODUCT_BSB","10","106","B","Semi-Bio","BSB"
"341","PRODUCT_AB","5","86","A","Bio","AB"
"342","PRODUCT_CSB","9","666","C","Semi-Bio","CSB"
"343","PRODUCT_DC","14","1012","D","Chimique","DC"
"344","PRODUCT_CSB","9","577","C","Semi-Bio","CSB"
"345","PRODUCT_BSB","9","191","B","Semi-Bio","BSB"
"346","PRODUCT_BSB","10","346","B","Semi-Bio","BSB"
"347","PRODUCT_BB","2","243","B","Bio","BB"
"348","PRODUCT_DB","1","1135","D","Bio","DB"
"349","PRODUCT_DC","11","1237","D","Chimique","DC"
"350","PRODUCT_DC","14","1107","D","Chimique","DC"
"351","PRODUCT_DB","5","1282","D","Bio","DB"
"352","PRODUCT_CSB","7","721","C","Semi-Bio","CSB"
"353","PRODUCT_BC","11","293","B","Chimique","BC"
"354","PRODUCT_BC","14","226","B","Chimique","BC"
"355","PRODUCT_AC","12","6","A","Chimique","AC"
"356","PRODUCT_BB","2","338","B","Bio","BB"
"357","PRODUCT_DC","11","1285","D","Chimique","DC"
"358","PRODUCT_ASB","10","16","A","Semi-Bio","ASB"
"359","PRODUCT_BB","4","107","B","Bio","BB"
"360","PRODUCT_CSB","7","979","C","Semi-Bio","CSB"
"361","PRODUCT_BB","5","138","B","Bio","BB"
"362","PRODUCT_CC","13","812","C","Chimique","CC"
"363","PRODUCT_DB","4","1168","D","Bio","DB"
"364","PRODUCT_CSB","8","652","C","Semi-Bio","CSB"
"365","PRODUCT_CSB","10","812","C","Semi-Bio","CSB"
"366","PRODUCT_DSB","8","1490","D","Semi-Bio","DSB"
"367","PRODUCT_DB","5","1137","D","Bio","DB"
"368","PRODUCT_DB","2","1332","D","Bio","DB"
"369","PRODUCT_CB","1","945","C","Bio","CB"
"370","PRODUCT_AC","11","71","A","Chimique","AC"
"371","PRODUCT_DB","0","1128","D","Bio","DB"
"372","PRODUCT_CSB","7","567","C","Semi-Bio","CSB"
"373","PRODUCT_CB","0","979","C","Bio","CB"
"374","PRODUCT_DB","2","1482","D","Bio","DB"
"375","PRODUCT_CB","0","771","C","Bio","CB"
"376","PRODUCT_CC","14","545","C","Chimique","CC"
"377","PRODUCT_BB","1","376","B","Bio","BB"
"378","PRODUCT_CC","11","546","C","Chimique","CC"
"379","PRODUCT_BSB","8","366","B","Semi-Bio","BSB"
"380","PRODUCT_CC","12","648","C","Chimique","CC"
"381","PRODUCT_DB","4","1295","D","Bio","DB"
"382","PRODUCT_BSB","9","120","B","Semi-Bio","BSB"
"383","PRODUCT_CSB","8","952","C","Semi-Bio","CSB"
"384","PRODUCT_DB","0","1446","D","Bio","DB"
"385","PRODUCT_CC","14","910","C","Chimique","CC"
"386","PRODUCT_CB","2","647","C","Bio","CB"
"387","PRODUCT_CB","4","567","C","Bio","CB"
"388","PRODUCT_BB","2","166","B","Bio","BB"
"389","PRODUCT_DSB","9","1415","D","Semi-Bio","DSB"
"390","PRODUCT_CB","3","595","C","Bio","CB"
"391","PRODUCT_BC","14","398","B","Chimique","BC"
"392","PRODUCT_CB","2","926","C","Bio","CB"
"393","PRODUCT_CB","0","680","C","Bio","CB"
"394","PRODUCT_CB","0","927","C","Bio","CB"
"395","PRODUCT_DSB","6","1285","D","Semi-Bio","DSB"
"396","PRODUCT_CSB","8","935","C","Semi-Bio","CSB"
"397","PRODUCT_DB","4","1441","D","Bio","DB"
"398","PRODUCT_DSB","7","1309","D","Semi-Bio","DSB"
"399","PRODUCT_AB","5","75","A","Bio","AB"
"400","PRODUCT_DSB","8","1492","D","Semi-Bio","DSB"
"401","PRODUCT_BSB","6","458","B","Semi-Bio","BSB"
"402","PRODUCT_CB","3","762","C","Bio","CB"
"403","PRODUCT_DC","12","1150","D","Chimique","DC"
"404","PRODUCT_DB","1","1356","D","Bio","DB"
"405","PRODUCT_ASB","10","83","A","Semi-Bio","ASB"
"406","PRODUCT_CSB","9","610","C","Semi-Bio","CSB"
"407","PRODUCT_CB","3","521","C","Bio","CB"
"408","PRODUCT_CC","12","795","C","Chimique","CC"
"409","PRODUCT_BB","0","183","B","Bio","BB"
"410","PRODUCT_CC","11","1000","C","Chimique","CC"
"411","PRODUCT_AB","4","35","A","Bio","AB"
"412","PRODUCT_CB","5","896","C","Bio","CB"
"413","PRODUCT_DB","3","1211","D","Bio","DB"
"414","PRODUCT_CB","3","796","C","Bio","CB"
"415","PRODUCT_DB","3","1253","D","Bio","DB"
"416","PRODUCT_DSB","9","1025","D","Semi-Bio","DSB"
"417","PRODUCT_CB","1","704","C","Bio","CB"
"418","PRODUCT_BB","5","211","B","Bio","BB"
"419","PRODUCT_DSB","7","1201","D","Semi-Bio","DSB"
"420","PRODUCT_CB","5","923","C","Bio","CB"
"421","PRODUCT_DC","14","1038","D","Chimique","DC"
"422","PRODUCT_CSB","8","734","C","Semi-Bio","CSB"
"423","PRODUCT_CC","11","510","C","Chimique","CC"
"424","PRODUCT_BB","1","406","B","Bio","BB"
"425","PRODUCT_DSB","7","1285","D","Semi-Bio","DSB"
"426","PRODUCT_CB","2","609","C","Bio","CB"
"427","PRODUCT_BSB","7","155","B","Semi-Bio","BSB"
"428","PRODUCT_DSB","7","1343","D","Semi-Bio","DSB"
"429","PRODUCT_DB","1","1108","D","Bio","DB"
"430","PRODUCT_CB","3","987","C","Bio","CB"
"431","PRODUCT_DC","12","1424","D","Chimique","DC"
"432","PRODUCT_BB","1","372","B","Bio","BB"
"433","PRODUCT_CB","4","707","C","Bio","CB"
"434","PRODUCT_DB","4","1334","D","Bio","DB"
"435","PRODUCT_DB","2","1334","D","Bio","DB"
"436","PRODUCT_DB","3","1072","D","Bio","DB"
"437","PRODUCT_CB","4","955","C","Bio","CB"
"438","PRODUCT_DB","3","1055","D","Bio","DB"
"439","PRODUCT_BB","3","371","B","Bio","BB"
"440","PRODUCT_CSB","8","849","C","Semi-Bio","CSB"
"441","PRODUCT_CSB","7","791","C","Semi-Bio","CSB"
"442","PRODUCT_CSB","9","532","C","Semi-Bio","CSB"
"443","PRODUCT_DB","2","1500","D","Bio","DB"
"444","PRODUCT_CB","5","708","C","Bio","CB"
"445","PRODUCT_BB","4","217","B","Bio","BB"
"446","PRODUCT_AB","4","72","A","Bio","AB"
"447","PRODUCT_BB","1","457","B","Bio","BB"
"448","PRODUCT_ASB","9","24","A","Semi-Bio","ASB"
"449","PRODUCT_CSB","7","899","C","Semi-Bio","CSB"
"450","PRODUCT_BSB","7","369","B","Semi-Bio","BSB"
"451","PRODUCT_DC","12","1335","D","Chimique","DC"
"452","PRODUCT_DSB","6","1062","D","Semi-Bio","DSB"
"453","PRODUCT_BC","12","406","B","Chimique","BC"
"454","PRODUCT_CB","5","988","C","Bio","CB"
"455","PRODUCT_CSB","8","660","C","Semi-Bio","CSB"
"456","PRODUCT_BB","5","377","B","Bio","BB"
"457","PRODUCT_CC","13","620","C","Chimique","CC"
"458","PRODUCT_BB","4","124","B","Bio","BB"
"459","PRODUCT_CB","3","851","C","Bio","CB"
"460","PRODUCT_DC","11","1145","D","Chimique","DC"
"461","PRODUCT_DB","4","1384","D","Bio","DB"
"462","PRODUCT_DB","0","1380","D","Bio","DB"
"463","PRODUCT_BB","2","288","B","Bio","BB"
"464","PRODUCT_DB","3","1133","D","Bio","DB"
"465","PRODUCT_DB","4","1187","D","Bio","DB"
"466","PRODUCT_DB","4","1343","D","Bio","DB"
"467","PRODUCT_CB","1","563","C","Bio","CB"
"468","PRODUCT_DB","0","1390","D","Bio","DB"
"469","PRODUCT_CB","2","618","C","Bio","CB"
"470","PRODUCT_BC","11","303","B","Chimique","BC"
"471","PRODUCT_DSB","6","1288","D","Semi-Bio","DSB"
