"ID_Fact_Sales","ID_Temps","ID_Product","ID_Client","ID_Localisation"
"330","768","330","286","330"
"331","3162","331","287","331"
"332","3274","332","271","332"
"333","902","333","136","333"
"334","2207","334","288","334"
"335","754","335","289","335"
"336","705","336","290","336"
"337","2247","337","291","337"
"338","779","338","292","338"
"339","1042","339","97","339"
"340","3704","340","293","340"
"341","3070","341","294","341"
"342","2265","342","152","342"
"343","2135","343","295","343"
"344","3376","344","174","344"
"345","1567","345","296","345"
"346","2495","346","297","346"
"347","303","347","298","347"
"348","3650","348","299","348"
"349","358","349","227","349"
"350","845","350","213","350"
"351","3130","351","64","351"
"352","2100","352","300","352"
"353","804","353","301","353"
"354","1197","354","160","354"
"355","1311","355","302","355"
"356","1994","356","303","356"
"357","1175","357","304","357"
"358","2130","358","107","358"
"359","3108","359","305","359"
"360","2231","360","74","360"
"361","1314","361","306","361"
"362","501","362","307","362"
"363","1990","363","308","363"
"364","481","364","309","364"
"365","2781","365","310","365"
"366","2140","366","311","366"
"367","2200","367","312","367"
"368","3643","368","313","368"
"369","1830","369","314","369"
"370","702","370","231","370"
"371","1774","371","308","371"
"372","545","372","315","372"
"373","1690","373","316","373"
"374","2080","374","317","374"
"375","723","375","124","375"
"376","1010","376","318","376"
"377","526","377","319","377"
"378","2544","378","320","378"
"379","770","379","321","379"
"380","2251","380","298","380"
"381","756","381","322","381"
"382","3474","382","323","382"
"383","320","383","248","383"
"384","3542","384","324","384"
"385","573","385","146","385"
"386","883","386","325","386"
"387","3394","387","326","387"
"388","1485","388","327","388"
"389","3025","389","328","389"
"390","1070","390","329","390"
"391","1374","391","330","391"
"392","2935","392","227","392"
"393","956","393","230","393"
"394","1115","394","331","394"
"395","2841","395","217","395"
"396","3558","396","332","396"
"397","796","397","96","397"
"398","3175","398","333","398"
"399","3516","399","334","399"
"400","1803","400","251","400"
"401","177","401","335","401"
"402","2334","402","336","402"
"403","2373","403","140","403"
"404","1124","404","337","404"
"405","2997","405","151","405"
"406","1308","14","140","406"
"407","1971","406","338","407"
"408","2292","407","339","408"
"409","239","408","340","409"
"410","726","409","211","410"
"411","2946","410","233","411"
"412","151","411","341","412"
"413","2539","412","273","413"
"414","3421","413","342","414"
"415","1596","414","343","415"
"416","2934","415","344","416"
"417","222","416","163","417"
"418","62","417","345","418"
"419","2515","418","126","419"
"420","3548","419","105","420"
"421","103","420","346","421"
"422","3543","421","347","422"
"423","821","422","348","423"
"424","2699","423","349","424"
"425","3369","424","350","425"
"426","3656","425","351","426"
"427","843","426","169","427"
"428","788","427","352","428"
"429","488","428","353","429"
"430","892","429","354","430"
"431","3654","430","174","431"
"432","1306","431","355","432"
"433","2125","432","356","433"
"434","968","433","191","434"
"435","3070","434","331","435"
"436","3645","435","62","436"
"437","3317","436","357","437"
"438","1291","437","358","438"
"439","3250","438","359","439"
"440","1353","439","150","440"
"441","2363","440","360","441"
"442","2093","441","229","442"
"443","2313","442","361","443"
"444","2869","443","362","444"
"445","3429","444","363","445"
"446","2023","445","49","446"
"447","572","446","364","447"
"448","1312","447","365","448"
"449","619","448","366","449"
"450","684","449","367","450"
"451","856","450","368","451"
"452","858","451","369","452"
"453","2450","452","19","453"
"454","1897","453","284","454"
"455","292","454","326","455"
"456","2060","455","370","456"
"457","3087","456","371","457"
"458","1288","457","372","458"
"459","2820","458","373","459"
"460","2182","459","374","460"
"461","2097","460","251","461"
"462","1787","461","195","462"
"463","211","462","375","463"
"464","3116","463","223","464"
"465","1417","464","266","465"
"466","2084","465","376","466"
"467","2136","466","377","467"
"468","2911","467","378","468"
"469","1691","468","379","469"
"470","3546","469","201","470"
"471","2781","470","380","471"
"472","1870","471","310","472"
"473","3707","472","381","473"
"474","896","473","135","474"
"475","800","474","7","475"
"476","1428","475","382","476"
"477","1752","476","16","477"
"478","2428","477","31","478"
"479","2305","478","321","479"
"480","1407","479","383","480"
"481","3366","480","384","481"
"482","2993","481","7","482"
"483","2248","482","385","483"
"484","512","483","386","484"
"485","211","484","193","485"
"486","2173","485","387","486"
"487","2381","486","4","487"
"488","2065","487","334","488"
"489","632","488","133","489"
"490","1026","489","190","490"
"491","1534","490","388","491"
"492","528","491","389","492"
"493","3687","492","331","493"
"494","1446","493","225","494"
"495","3046","359","390","495"
"496","703","494","154","496"
"497","203","495","391","497"
"498","3422","496","392","498"
"499","394","497","36","499"
"500","335","498","393","500"
"501","1418","499","394","501"
"502","1517","500","395","502"
"503","1889","501","217","503"
"504","2511","502","64","504"
"505","922","503","146","505"
"506","3500","504","396","506"
"507","3739","505","192","507"
"508","2802","506","21","508"
"509","1586","507","378","509"
"510","1107","508","397","510"
"511","3142","509","198","511"
"512","1958","510","221","512"
"513","3574","511","398","513"
"514","2529","512","285","514"
"515","471","513","399","515"
"516","974","514","400","516"
"517","2553","515","401","517"
"518","1721","516","210","518"
"519","2319","517","396","519"
"520","349","518","365","520"
"521","2813","519","402","521"
"522","3219","520","372","522"
"523","3653","521","403","523"
"524","3747","522","404","524"
"525","1883","523","405","525"
"526","801","524","222","526"
"527","2397","525","97","527"
"528","2413","526","134","528"
"529","3491","527","2","529"
"530","3318","528","51","530"
"531","3559","529","165","531"
"532","2612","530","14","532"
"533","522","531","406","533"
"534","2679","532","100","534"
"535","3073","533","407","535"
"536","1007","534","134","536"
"537","2542","535","357","537"
"538","2261","536","408","538"
"539","1818","537","336","539"
"540","1715","538","409","540"
"541","1173","539","410","541"
"542","112","540","195","542"
"543","3136","541","275","543"
"544","801","542","411","544"
"545","3327","543","412","545"
"546","3603","544","413","546"
"547","935","545","414","547"
"548","3402","546","415","548"
"549","1757","547","379","549"
"550","823","548","416","550"
"551","1990","549","225","551"
"552","2069","550","417","552"
"553","1797","551","52","553"
"554","1586","552","185","554"
"555","770","553","27","555"
"556","2614","554","418","556"
"557","3402","555","419","557"
"558","3395","556","180","558"
"559","827","557","420","559"
"560","649","558","421","560"
"561","213","559","285","561"
"562","1498","560","422","562"
"563","2636","561","423","563"
"564","2412","562","92","564"
"565","3144","563","424","565"
"566","2337","564","324","566"
"567","2263","565","153","567"
"568","43","566","287","568"
"569","1448","567","220","569"
"570","2296","568","425","570"
"571","2014","569","426","571"
"572","3460","570","427","572"
"573","2595","571","423","573"
"574","1727","572","385","574"
"575","1938","573","109","575"
"576","2774","574","428","576"
"577","1203","575","429","577"
"578","2835","576","94","578"
"579","638","577","40","579"
"580","2028","578","114","580"
"581","2238","579","308","581"
"582","2852","580","362","582"
"583","846","581","430","583"
"584","1814","582","431","584"
"585","1757","583","413","585"
"586","1618","584","291","586"
"587","338","585","203","587"
"588","846","586","369","588"
"589","91","587","122","589"
"590","58","588","432","590"
"591","1207","589","41","591"
"592","3550","590","380","592"
"593","2390","591","433","593"
"594","87","592","434","594"
"595","1683","593","372","595"
"596","3096","594","228","596"
"597","620","595","393","597"
"598","2400","596","227","598"
"599","321","597","22","599"
"600","1891","598","214","600"
"601","3654","599","435","601"
"602","2523","600","373","602"
"603","743","601","248","603"
"604","2014","602","436","604"
"605","1005","603","437","605"
"606","1039","604","438","606"
"607","2506","605","420","607"
"608","2351","606","439","608"
"609","2862","607","440","609"
"610","131","608","377","610"
"611","2887","609","441","611"
"612","2437","610","442","612"
"613","398","611","443","613"
"614","1665","612","444","614"
"615","3071","613","445","615"
"616","2298","614","446","616"
"617","1853","615","278","617"
"618","136","616","447","618"
"619","1918","617","448","619"
"620","1921","618","449","620"
"621","2008","619","325","621"
"622","2175","620","56","622"
"623","3188","621","182","623"
"624","3359","622","450","624"
"625","3224","623","83","625"
"626","1653","624","327","626"
"627","1115","625","107","627"
"628","72","626","112","628"
"629","112","627","451","629"
"630","2761","628","452","630"
"631","1751","629","312","631"
"632","857","630","230","632"
"633","816","631","173","633"
"634","987","632","453","634"
"635","3481","633","454","635"
"636","3224","634","455","636"
"637","3125","635","456","637"
"638","2456","636","457","638"
"639","3452","637","158","639"
"640","1095","638","229","640"
"641","183","220","458","641"
"642","2042","639","291","642"
"643","2128","640","193","643"
"644","2143","641","459","644"
"645","110","642","460","645"
"646","2428","643","461","646"
"647","1748","644","394","647"
"648","1235","645","462","648"
"649","1086","646","463","649"
"650","2938","647","464","650"
"651","1486","648","277","651"
"652","3423","649","264","652"
"653","714","650","465","653"
"654","1706","651","334","654"
"655","3503","652","106","655"
"656","1995","653","225","656"
"657","2769","654","256","657"
"658","251","655","466","658"
"659","2584","656","467","659"
"660","1488","657","468","660"
"661","3497","658","469","661"
"662","97","659","140","662"
"663","899","660","386","663"
"664","3191","661","470","664"
"665","2218","662","90","665"
"666","2764","663","196","666"
"667","1064","664","143","667"
"668","3387","665","471","668"
"669","1206","666","472","669"
"670","1224","667","337","670"
"671","1180","668","473","671"
"672","479","669","108","672"
"673","3191","670","474","673"
"674","3666","671","475","674"
"675","2631","672","235","675"
"676","2628","673","402","676"
"677","3676","674","230","677"
"678","790","675","476","678"
"679","2458","676","477","679"
"680","261","677","310","680"
"681","1367","678","279","681"
"682","1623","679","478","682"
"683","2605","680","479","683"
"684","873","681","480","684"
"685","1757","682","254","685"
"686","1942","683","438","686"
"687","2782","684","362","687"
"688","62","685","481","688"
"689","1599","686","92","689"
"690","1447","687","482","690"
"691","2","688","59","691"
"692","1172","689","23","692"
"693","3458","690","407","693"
"694","2816","691","191","694"
"695","361","177","483","695"
"696","2055","692","336","696"
"697","155","693","484","697"
"698","2407","694","402","698"
"699","2155","695","485","699"
"700","84","696","361","700"
"701","469","292","105","701"
"702","1706","697","486","702"
"703","164","698","271","703"
"704","458","699","174","704"
"705","520","700","487","705"
"706","653","701","488","706"
"707","1601","702","237","707"
"708","885","703","489","708"
"709","2405","704","285","709"
"710","3168","705","490","710"
"711","2304","706","491","711"
"712","669","707","260","712"
"713","2429","708","116","713"
"714","3718","709","116","714"
"715","591","710","153","715"
"716","1630","711","492","716"
"717","2776","712","18","717"
"718","40","713","493","718"
"719","250","714","494","719"
"720","1826","715","50","720"
"721","2039","716","495","721"
"722","2503","717","496","722"
"723","2374","718","497","723"
"724","2612","719","41","724"
"725","3332","720","222","725"
"726","2032","721","498","726"
"727","3490","722","499","727"
"728","315","723","58","728"
"729","1164","724","407","729"
"730","1811","725","500","730"
"731","3023","726","282","731"
"732","2855","727","501","732"
"733","3733","728","502","733"
"734","2566","729","503","734"
"735","2670","730","504","735"
"736","24","731","505","736"
"737","1069","732","285","737"
"738","364","733","94","738"
"739","2364","734","310","739"
"740","220","735","506","740"
"741","2407","736","53","741"
"742","2353","737","377","742"
"743","2253","738","479","743"
"744","566","739","507","744"
"745","2371","740","508","745"
"746","1941","741","509","746"
"747","841","742","510","747"
"748","2039","743","511","748"
"749","2227","744","512","749"
"750","3007","745","513","750"
"751","2712","190","514","751"
"752","128","746","515","752"
"753","3198","747","348","753"
"754","827","748","283","754"
"755","2914","749","457","755"
"756","942","750","9","756"
"757","635","751","516","757"
"758","660","752","517","758"
"759","2230","753","186","759"
"760","2345","754","518","760"
"761","2666","755","2","761"
"762","2032","756","280","762"
"763","1312","757","519","763"
"764","1109","758","520","764"
"765","2321","759","521","765"
"766","344","760","522","766"
"767","826","761","239","767"
"768","735","762","160","768"
"769","659","763","523","769"
"770","2398","764","524","770"
"771","2212","765","253","771"
"772","1693","766","525","772"
"773","37","767","372","773"
"774","607","768","526","774"
"775","1841","769","527","775"
"776","3241","770","303","776"
"777","3360","771","528","777"
"778","441","772","438","778"
"779","3741","773","529","779"
"780","1183","774","366","780"
"781","2406","775","380","781"
"782","2773","776","91","782"
"783","430","777","407","783"
"784","3199","778","530","784"
"785","331","779","531","785"
"786","343","780","457","786"
"787","750","781","532","787"
"788","201","782","533","788"
"789","59","783","300","789"
"790","3593","784","534","790"
"791","1074","540","535","791"
"792","246","785","68","792"
"793","3472","786","304","793"
"794","749","787","210","794"
"795","2934","788","536","795"
"796","269","789","537","796"
"797","3284","790","538","797"
"798","1638","791","539","798"
"799","167","792","540","799"
"800","2218","793","541","800"
"801","260","794","238","801"
"802","729","795","69","802"
"803","2314","796","542","803"
"804","249","797","543","804"
"805","3070","798","544","805"
"806","3272","799","234","806"
"807","2810","800","545","807"
"808","2591","801","546","808"
"809","1818","802","287","809"
"810","771","803","470","810"
"811","3684","804","292","811"
"812","2137","805","547","812"
"813","3700","806","539","813"
"814","2516","807","506","814"
"815","510","808","475","815"
"816","2514","809","548","816"
"817","3651","810","311","817"
"818","1923","811","549","818"
"819","2061","812","550","819"
"820","2988","813","371","820"
"821","3005","814","551","821"
"822","1650","815","274","822"
"823","2594","816","552","823"
"824","1091","817","553","824"
"825","1315","818","554","825"
"826","2783","819","130","826"
"827","2297","820","187","827"
"828","2731","821","204","828"
"829","178","822","555","829"
"830","1522","823","466","830"
"831","2890","824","195","831"
"832","1724","825","556","832"
"833","2226","826","557","833"
"834","951","827","558","834"
"835","1397","828","495","835"
"836","2891","4","238","836"
"837","2515","829","415","837"
"838","1738","830","553","838"
"839","2882","831","559","839"
"840","2525","832","560","840"
"841","746","833","561","841"
"842","2380","834","562","842"
"843","2046","835","328","843"
"844","2937","836","276","844"
"845","312","837","563","845"
"846","1204","838","564","846"
"847","3728","839","565","847"
"848","1857","840","230","848"
"849","1355","841","346","849"
"850","3220","842","566","850"
"851","3385","843","567","851"
"852","1063","844","7","852"
"853","3539","845","344","853"
"854","3451","846","568","854"
"855","3340","847","569","855"
"856","3235","848","68","856"
"857","3686","849","291","857"
"858","1385","850","40","858"
"859","1017","851","570","859"
"860","1633","91","571","860"
"861","939","852","402","861"
"862","2152","853","327","862"
"863","3296","854","572","863"
"864","3016","855","573","864"
"865","2568","856","503","865"
"866","3624","857","574","866"
"867","2203","858","575","867"
"868","56","859","576","868"
"869","732","860","222","869"
"870","3172","861","295","870"
"871","3506","862","440","871"
"872","3119","863","577","872"
"873","1888","864","200","873"
"874","235","865","578","874"
"875","2556","866","579","875"
"876","1084","867","36","876"
"877","613","868","580","877"
"878","1714","869","298","878"
"879","358","870","581","879"
"880","1701","871","280","880"
"881","2842","872","582","881"
"882","1696","873","503","882"
"883","440","874","571","883"
"884","3193","875","10","884"
"885","701","145","583","885"
"886","2786","876","362","886"
"887","2239","877","584","887"
"888","137","878","395","888"
"889","1256","879","237","889"
"890","2854","880","475","890"
"891","3546","881","394","891"
"892","3031","882","375","892"
"893","2010","883","194","893"
"894","2316","884","585","894"
"895","2242","885","174","895"
"896","1344","886","586","896"
"897","1761","887","587","897"
"898","2375","888","187","898"
"899","2636","889","417","899"
"900","554","890","588","900"
"901","3262","891","6","901"
"902","2266","892","79","902"
"903","3536","893","257","903"
"904","311","894","206","904"
"905","334","895","408","905"
"906","986","896","589","906"
"907","1759","897","495","907"
"908","2672","898","311","908"
"909","2648","899","590","909"
"910","2615","900","591","910"
"911","621","901","592","911"
"912","1489","902","593","912"
"913","2635","903","594","913"
"914","2698","904","285","914"
"915","1770","905","595","915"
"916","2558","906","503","916"
"917","285","907","279","917"
"918","254","908","596","918"
"919","2612","909","74","919"
"920","2333","910","432","920"
"921","3435","911","356","921"
"922","413","912","189","922"
"923","2277","913","155","923"
"924","3160","914","597","924"
"925","3533","915","598","925"
"926","473","916","406","926"
"927","2035","917","599","927"
"928","119","918","600","928"
"929","1021","919","341","929"
"930","2023","920","601","930"
"931","904","921","602","931"
"932","154","922","356","932"
"933","447","923","603","933"
"934","2733","924","604","934"
"935","2870","925","39","935"
"936","117","926","322","936"
"937","1364","927","605","937"
"938","1400","928","85","938"
"939","396","38","606","939"
"940","2447","929","607","940"
"941","24","930","608","941"
"942","1546","931","399","942"
"943","1845","932","22","943"
"944","458","105","556","944"
"945","331","933","609","945"
"946","280","934","610","946"
"947","764","935","332","947"
"948","656","936","611","948"
"949","2102","937","612","949"
"950","1354","451","613","950"
"951","1160","887","614","951"
"952","3717","938","75","952"
"953","3456","939","615","953"
"954","84","940","616","954"
"955","1527","941","617","955"
"956","3600","942","360","956"
"957","1366","943","534","957"
"958","2547","944","618","958"
"959","3051","945","59","959"
"960","492","946","619","960"
"961","2681","126","620","961"
"962","436","947","621","962"
"963","806","131","622","963"
"964","2547","948","230","964"
"965","1702","949","623","965"
"966","675","950","99","966"
"967","3599","951","624","967"
"968","2362","952","625","968"
"969","491","953","581","969"
"970","277","954","87","970"
"971","2886","955","626","971"
"972","1811","956","627","972"
"973","497","957","193","973"
"974","3712","958","171","974"
"975","3320","959","126","975"
"976","2523","960","286","976"
"977","1460","961","418","977"
"978","3594","962","628","978"
"979","2916","963","101","979"
"980","878","964","629","980"
"981","453","965","411","981"
"982","3524","966","6","982"
"983","2913","967","618","983"
"984","2654","968","373","984"
"985","1677","969","33","985"
"986","990","970","569","986"
"987","3736","971","630","987"
"988","2548","254","519","988"
"989","2551","972","583","989"
"990","3326","973","631","990"
"991","3222","974","416","991"
"992","504","975","417","992"
"993","3143","976","632","993"
"994","3402","977","633","994"
"995","470","978","634","995"
"996","1155","979","258","996"
"997","574","980","400","997"
"998","2738","981","405","998"
"999","640","982","635","999"
"1000","2119","983","353","1000"
"1001","2970","984","636","1001"
"1002","2970","985","637","1002"
"1003","1026","986","638","1003"
"1004","1487","987","639","1004"
"1005","1447","988","455","1005"
"1006","1387","989","538","1006"
"1007","1013","990","28","1007"
"1008","982","991","161","1008"
"1009","2205","992","640","1009"
"1010","943","993","148","1010"
"1011","3312","994","641","1011"
"1012","465","995","250","1012"
"1013","1330","996","140","1013"
"1014","1271","997","273","1014"
"1015","809","998","399","1015"
"1016","785","999","324","1016"
"1017","3016","1000","329","1017"
"1018","2063","1001","232","1018"
"1019","1358","1002","308","1019"
"1020","2700","449","642","1020"
"1021","2807","1003","39","1021"
"1022","3317","1004","643","1022"
"1023","3637","1005","320","1023"
"1024","523","1006","546","1024"
"1025","2967","1007","644","1025"
"1026","3373","1008","564","1026"
"1027","2533","1009","645","1027"
"1028","3015","1010","487","1028"
"1029","761","1011","325","1029"
"1030","3277","1012","317","1030"
"1031","3501","1013","424","1031"
"1032","312","876","646","1032"
"1033","1559","1014","647","1033"
"1034","3062","1015","336","1034"
"1035","2821","1016","648","1035"
"1036","3535","1017","649","1036"
"1037","3723","1018","650","1037"
"1038","1651","1019","213","1038"
"1039","3167","1020","16","1039"
"1040","3694","1021","578","1040"
"1041","2774","1022","651","1041"
"1042","117","1023","652","1042"
"1043","3040","1024","653","1043"
"1044","3598","1025","654","1044"
"1045","578","1026","655","1045"
"1046","790","1027","19","1046"
"1047","2764","1028","192","1047"
"1048","1106","1029","112","1048"
"1049","841","1030","339","1049"
"1050","2627","1031","238","1050"
"1051","2194","1032","301","1051"
"1052","667","1033","656","1052"
"1053","2474","1034","657","1053"
"1054","31","1035","455","1054"
"1055","1531","1036","658","1055"
"1056","2833","1037","160","1056"
"1057","2698","1038","659","1057"
"1058","1634","1039","432","1058"
"1059","1759","1040","297","1059"
"1060","1504","1041","435","1060"
"1061","3038","1042","444","1061"
"1062","2314","1043","660","1062"
"1063","2661","900","661","1063"
"1064","2982","1044","662","1064"
"1065","1500","1045","663","1065"
"1066","539","1046","317","1066"
"1067","3180","1047","619","1067"
"1068","1066","1048","664","1068"
"1069","3629","1049","564","1069"
"1070","332","1050","665","1070"
"1071","1971","1051","447","1071"
"1072","276","1052","666","1072"
"1073","475","1053","311","1073"
"1074","2520","1054","371","1074"
"1075","592","1055","83","1075"
"1076","1303","1056","355","1076"
"1077","2445","1057","570","1077"
